timestamp, mac, rss, battery
2013-11-12 19:07:50.430000,4694202700110029,-45,BE1D,0
2013-11-12 19:07:51.372000,4694202700110029,-42,BF1D,0
2013-11-12 19:07:52.392000,4694202700110029,-43,C01D,0
2013-11-12 19:07:53.380000,4694202700110029,-44,C11D,0
2013-11-12 19:07:54.401000,4694202700110029,-44,C21D,0
2013-11-12 19:07:55.469000,4694202700110029,-44,C31D,0
2013-11-12 19:07:56.489000,4694202700110029,-44,C41D,0
2013-11-12 19:07:57.478000,4694202700110029,-42,C51D,0
2013-11-12 19:07:58.547000,4694202700110029,-43,C61D,0
2013-11-12 19:07:59.615000,4694202700110029,-44,C71D,0
2013-11-12 19:08:00.652000,4694202700110029,-43,C81D,0
2013-11-12 19:08:01.641000,4694202700110029,-43,C91D,0
2013-11-12 19:08:02.677000,4694202700110029,-43,CA1D,0
2013-11-12 19:08:03.698000,4694202700110029,-42,CB1D,0
2013-11-12 19:08:04.766000,4694202700110029,-42,CC1D,0
2013-11-12 19:08:05.804000,4694202700110029,-42,CD1D,0
2013-11-12 19:08:06.809000,4694202700110029,-42,CE1D,0
2013-11-12 19:08:11.887000,4694202700110029,-43,D31D,0
