timestamp, mac, rss, battery
2013-11-12 16:59:50.178000,C614202700110029,-52,9900,0
2013-11-12 16:59:52.248000,C694202700110029,-117,1B00,0
2013-11-12 16:59:53.286000,8614606700110069,-117,1C00,0
2013-11-12 17:00:05.586000,4694202700110029,-54,2800,0
2013-11-12 17:00:06.626000,4694202700110029,-54,A900,0
2013-11-12 17:00:07.659000,4694202700110029,-54,AA00,0
2013-11-12 17:00:08.686000,4694202700110029,-54,AB00,0
2013-11-12 17:00:09.675000,4694202700110029,-55,AC00,0
2013-11-12 17:00:10.681000,4694202700110029,-54,AD00,0
2013-11-12 17:00:11.670000,4694202700110029,-55,AE00,0
2013-11-12 17:00:12.738000,4694202700110029,-54,AF00,0
2013-11-12 17:00:13.727000,4694202700110029,-55,B000,0
2013-11-12 17:00:14.748000,4694202700110029,-54,B100,0
2013-11-12 17:00:15.785000,4694202700110029,-54,B200,0
2013-11-12 17:00:16.805000,4694202700110029,-54,B300,0
2013-11-12 17:00:17.841000,4694202700110029,-54,B400,0
2013-11-12 17:00:18.861000,4694202700110029,-54,B500,0
2013-11-12 17:00:19.882000,4694202700110029,-55,B600,0
2013-11-12 17:00:20.919000,4694202700110029,-54,B700,0
2013-11-12 17:00:21.907000,4694202700110029,-54,B800,0
2013-11-12 17:00:22.960000,4694202700110029,-54,B900,0
2013-11-12 17:00:23.948000,4694202700110029,-55,BA00,0
2013-11-12 17:00:24.985000,4694202700110029,-55,BB00,0
2013-11-12 17:00:25.989000,4694202700110029,-55,BC00,0
2013-11-12 17:00:27.058000,4694202700110029,-55,BD00,0
2013-11-12 17:00:28.127000,4694202700110029,-54,BE00,0
2013-11-12 17:00:29.180000,4694202700110029,-55,BF00,0
2013-11-12 17:00:30.251000,4694202700110029,-55,C000,0
2013-11-12 17:00:31.285000,4694202700110029,-55,C100,0
2013-11-12 17:00:32.321000,4694202700110029,-55,C200,0
2013-11-12 17:00:33.326000,4694202700110029,-55,C300,0
2013-11-12 17:00:34.362000,4694202700110029,-54,C400,0
2013-11-12 17:00:35.414000,4694202700110029,-54,C500,0
2013-11-12 17:00:36.418000,4694202700110029,-55,C600,0
2013-11-12 17:00:37.407000,4694202700110029,-54,C700,0
2013-11-12 17:00:38.475000,4694202700110029,-54,C800,0
2013-11-12 17:00:39.464000,4694202700110029,-54,C900,0
2013-11-12 17:00:40.487000,4694202700110029,-54,CA00,0
