timestamp, mac, rss, battery
2013-11-12 17:50:17.262000,4694202700110029,-46,160C,0
2013-11-12 17:50:18.283000,4694202700110029,-46,170C,0
2013-11-12 17:50:19.352000,4694202700110029,-46,180C,0
2013-11-12 17:50:20.390000,4694202700110029,-46,190C,0
2013-11-12 17:50:21.395000,4694202700110029,-48,1A0C,0
2013-11-12 17:50:22.398000,4694202700110029,-48,1B0C,0
2013-11-12 17:50:23.468000,4694202700110029,-48,1C0C,0
2013-11-12 17:50:24.474000,4694202700110029,-47,1D0C,0
2013-11-12 17:50:25.513000,4694202700110029,-48,1E0C,0
2013-11-12 17:50:26.514000,4694202700110029,-47,1F0C,0
2013-11-12 17:50:27.536000,4694202700110029,-46,200C,0
2013-11-12 17:50:28.573000,4694202700110029,-47,210C,0
2013-11-12 17:50:29.627000,4694202700110029,-47,220C,0
2013-11-12 17:50:30.650000,4694202700110029,-47,230C,0
2013-11-12 17:50:31.685000,4694202700110029,-48,240C,0
2013-11-12 17:50:32.674000,4694202700110029,-47,250C,0
2013-11-12 17:50:33.797000,4694202700110029,-47,260C,0
2013-11-12 17:50:34.782000,4694202700110029,-48,270C,0
2013-11-12 17:50:35.803000,4694202700110029,-47,280C,0
2013-11-12 17:50:36.824000,4694202700110029,-47,290C,0
2013-11-12 17:50:37.862000,4694202700110029,-47,2A0C,0
2013-11-12 17:50:38.867000,4694202700110029,-47,2B0C,0
2013-11-12 17:50:39.935000,4694202700110029,-47,2C0C,0
2013-11-12 17:50:40.940000,4694202700110029,-47,2D0C,0
2013-11-12 17:50:41.978000,4694202700110029,-47,2E0C,0
2013-11-12 17:50:43.031000,4694202700110029,-47,2F0C,0
2013-11-12 17:50:44.054000,4694202700110029,-47,300C,0
2013-11-12 17:50:45.072000,4694202700110029,-47,310C,0
2013-11-12 17:50:46.111000,4694202700110029,-47,320C,0
2013-11-12 17:50:47.177000,4694202700110029,-47,330C,0
2013-11-12 17:50:48.184000,4694202700110029,-47,340C,0
2013-11-12 17:50:49.204000,4694202700110029,-47,350C,0
2013-11-12 17:50:50.196000,4694202700110029,-46,360C,0
2013-11-12 17:50:51.249000,4694202700110029,-47,370C,0
2013-11-12 17:50:52.286000,4694202700110029,-47,380C,0
2013-11-12 17:50:53.293000,4694202700110029,-46,390C,0
2013-11-12 17:50:54.313000,4694202700110029,-47,3A0C,0
2013-11-12 17:50:55.316000,4694202700110029,-47,3B0C,0
2013-11-12 17:50:56.370000,4694202700110029,-48,3C0C,0
2013-11-12 17:50:57.407000,4694202700110029,-49,3D0C,0
2013-11-12 17:50:58.427000,4694202700110029,-49,3E0C,0
2013-11-12 17:50:59.481000,4694202700110029,-48,3F0C,0
2013-11-12 17:51:00.471000,4694202700110029,-48,400C,0
2013-11-12 17:51:01.460000,4694202700110029,-49,410C,0
2013-11-12 17:51:02.480000,4694202700110029,-49,420C,0
2013-11-12 17:51:03.516000,4694202700110029,-48,430C,0
2013-11-12 17:51:04.783000,4694202700110029,-48,440C,0
2013-11-12 17:51:11.712000,4694202700110029,-49,4B0C,0
2013-11-12 17:51:12.763000,4694202700110029,-48,4C0C,0
2013-11-12 17:51:13.834000,4694202700110029,-48,4D0C,0
2013-11-12 17:51:14.903000,4694202700110029,-48,4E0C,0
2013-11-12 17:51:15.924000,4694202700110029,-49,4F0C,0
2013-11-12 17:51:16.990000,4694202700110029,-49,500C,0
2013-11-12 17:51:18.047000,4694202700110029,-48,510C,0
2013-11-12 17:51:19.051000,4694202700110029,-50,520C,0
2013-11-12 17:51:20.040000,4694202700110029,-51,530C,0
2013-11-12 17:51:21.411000,4694202700110029,-52,540C,0
2013-11-12 17:51:22.128000,4694202700110029,-51,550C,0
2013-11-12 17:51:23.150000,4694202700110029,-51,560C,0
2013-11-12 17:51:24.173000,4694202700110029,-51,570C,0
2013-11-12 17:51:25.192000,4694202700110029,-51,580C,0
2013-11-12 17:51:26.262000,4694202700110029,-51,590C,0
2013-11-12 17:51:27.332000,4694202700110029,-52,5A0C,0
2013-11-12 17:51:28.366000,4694202700110029,-51,5B0C,0
2013-11-12 17:51:29.387000,4694202700110029,-51,5C0C,0
2013-11-12 17:51:30.378000,4694202700110029,-52,5D0C,0
2013-11-12 17:51:31.449000,4694202700110029,-53,5E0C,0
2013-11-12 17:51:32.483000,4694202700110029,-52,5F0C,0
2013-11-12 17:51:33.523000,4694202700110029,-51,600C,0
2013-11-12 17:51:34.531000,4694202700110029,-52,610C,0
2013-11-12 17:51:35.564000,4694202700110029,-52,620C,0
2013-11-12 17:51:36.553000,4694202700110029,-52,630C,0
2013-11-12 17:51:37.592000,4694202700110029,-52,640C,0
2013-11-12 17:51:39.615000,4694202700110029,-53,660C,0
2013-11-12 17:51:40.671000,4694202700110029,-52,670C,0
2013-11-12 17:51:41.675000,4694202700110029,-52,680C,0
