timestamp, mac, rss, battery
2013-11-12 21:31:07.096000,4694202700110029,-61,583E,0
2013-11-12 21:31:08.114000,4694202700110029,-60,593E,0
2013-11-12 21:31:09.086000,4694202700110029,-62,5A3E,0
2013-11-12 21:31:10.139000,4694202700110029,-62,5B3E,0
2013-11-12 21:31:11.206000,4694202700110029,-62,5C3E,0
2013-11-12 21:31:12.275000,4694202700110029,-63,5D3E,0
2013-11-12 21:31:13.279000,4694202700110029,-63,5E3E,0
2013-11-12 21:31:14.299000,4694202700110029,-63,5F3E,0
2013-11-12 21:31:15.304000,4694202700110029,-64,603E,0
2013-11-12 21:31:16.292000,4694202700110029,-62,613E,0
2013-11-12 21:31:17.345000,4694202700110029,-61,623E,0
2013-11-12 21:31:18.334000,4694202700110029,-63,633E,0
2013-11-12 21:31:19.372000,4694202700110029,-61,643E,0
2013-11-12 21:31:21.395000,4694202700110029,-60,663E,0
2013-11-12 21:31:22.447000,4694202700110029,-61,673E,0
2013-11-12 21:31:23.451000,4694202700110029,-61,683E,0
2013-11-12 21:31:24.472000,4694202700110029,-61,693E,0
2013-11-12 21:31:25.507000,4694202700110029,-61,6A3E,0
2013-11-12 21:31:26.543000,4694202700110029,-60,6B3E,0
2013-11-12 21:31:27.531000,4694202700110029,-60,6C3E,0
2013-11-12 21:31:28.600000,4694202700110029,-60,6D3E,0
2013-11-12 21:31:29.637000,4694202700110029,-60,6E3E,0
2013-11-12 21:31:30.641000,4694202700110029,-60,6F3E,0
2013-11-12 21:31:31.709000,4694202700110029,-60,703E,0
2013-11-12 21:31:32.762000,4694202700110029,-61,713E,0
2013-11-12 21:31:33.830000,4694202700110029,-63,723E,0
2013-11-12 21:31:34.850000,4694202700110029,-61,733E,0
2013-11-12 21:31:35.838000,4694202700110029,-61,743E,0
2013-11-12 21:31:36.875000,4694202700110029,-61,753E,0
2013-11-12 21:31:37.912000,4694202700110029,-61,763E,0
2013-11-12 21:31:38.964000,4694202700110029,-61,773E,0
2013-11-12 21:31:40.017000,4694202700110029,-61,783E,0
2013-11-12 21:31:41.022000,4694202700110029,-61,793E,0
2013-11-12 21:31:42.106000,4694202700110029,-61,7A3E,0
2013-11-12 21:31:43.127000,4694202700110029,-64,7B3E,0
2013-11-12 21:31:44.147000,4694202700110029,-63,7C3E,0
2013-11-12 21:31:45.136000,4694202700110029,-64,7D3E,0
2013-11-12 21:31:46.157000,4694202700110029,-64,7E3E,0
2013-11-12 21:31:47.225000,4694202700110029,-63,7F3E,0
2013-11-12 21:31:48.293000,4694202700110029,-64,803E,0
2013-11-12 21:31:50.286000,4694202700110029,-63,823E,0
2013-11-12 21:31:51.323000,4694202700110029,-65,833E,0
2013-11-12 21:31:52.343000,4694202700110029,-63,843E,0
2013-11-12 21:31:53.411000,4694202700110029,-63,853E,0
2013-11-12 21:31:54.480000,4694202700110029,-65,863E,0
2013-11-12 21:31:55.532000,4694202700110029,-64,873E,0
2013-11-12 21:31:56.520000,4694202700110029,-64,883E,0
2013-11-12 21:31:57.541000,4694202700110029,-63,893E,0
2013-11-12 21:31:58.610000,4694202700110029,-64,8A3E,0
2013-11-12 21:31:59.667000,4694202700110029,-64,8B3E,0
2013-11-12 21:32:00.715000,4694202700110029,-65,8C3E,0
2013-11-12 21:32:01.720000,4694202700110029,-64,8D3E,0
2013-11-12 21:32:02.710000,4694202700110029,-64,8E3E,0
2013-11-12 21:32:03.714000,4694202700110029,-63,8F3E,0
2013-11-12 21:32:04.782000,4694202700110029,-64,903E,0
2013-11-12 21:32:05.771000,4694202700110029,-63,913E,0
2013-11-12 21:32:06.760000,4694202700110029,-64,923E,0
2013-11-12 21:32:07.812000,4694202700110029,-63,933E,0
2013-11-12 21:32:08.800000,4694202700110029,-64,943E,0
2013-11-12 21:32:09.853000,4694202700110029,-63,953E,0
2013-11-12 21:32:10.857000,4694202700110029,-63,963E,0
2013-11-12 21:32:11.909000,4694202700110029,-63,973E,0
2013-11-12 21:32:12.961000,4694202700110029,-63,983E,0
2013-11-12 21:32:13.997000,4694202700110029,-63,993E,0
2013-11-12 21:32:15.017000,4694202700110029,-63,9A3E,0
2013-11-12 21:32:16.086000,4694202700110029,-64,9B3E,0
2013-11-12 21:32:17.138000,4694202700110029,-64,9C3E,0
2013-11-12 21:32:18.206000,4694202700110029,-64,9D3E,0
2013-11-12 21:32:19.195000,4694202700110029,-63,9E3E,0
2013-11-12 21:32:20.281000,4694202700110029,-63,9F3E,0
2013-11-12 21:32:21.285000,4694202700110029,-63,A03E,0
2013-11-12 21:32:22.337000,4694202700110029,-63,A13E,0
2013-11-12 21:32:23.373000,4694202700110029,-63,A23E,0
2013-11-12 21:32:24.458000,4694202700110029,-63,A33E,0
2013-11-12 21:32:25.478000,4694202700110029,-62,A43E,0
2013-11-12 21:32:26.562000,4694202700110029,-64,A53E,0
2013-11-12 21:32:27.583000,4694202700110029,-65,A63E,0
2013-11-12 21:32:28.635000,4694202700110029,-64,A73E,0
2013-11-12 21:32:29.688000,4694202700110029,-63,A83E,0
2013-11-12 21:32:30.677000,4694202700110029,-63,A93E,0
2013-11-12 21:32:31.745000,4694202700110029,-64,AA3E,0
2013-11-12 21:32:32.814000,4694202700110029,-63,AB3E,0
2013-11-12 21:32:33.818000,4694202700110029,-63,AC3E,0
2013-11-12 21:32:34.823000,4694202700110029,-64,AD3E,0
2013-11-12 21:32:35.890000,4694202700110029,-67,AE3E,0
2013-11-12 21:32:36.928000,4694202700110029,-67,AF3E,0
2013-11-12 21:32:37.934000,4694202700110029,-67,B03E,0
2013-11-12 21:32:38.987000,4694202700110029,-67,B13E,0
2013-11-12 21:32:40.055000,4694202700110029,-67,B23E,0
2013-11-12 21:32:41.124000,4694202700110029,-63,B33E,0
2013-11-12 21:32:42.160000,4694202700110029,-64,B43E,0
2013-11-12 21:32:43.229000,4694202700110029,-63,B53E,0
