timestamp, mac, rss, battery
2013-11-12 09:22:41.638000,4694202700130024,-69,0153,0
2013-11-12 09:22:43.969000,4694202700130024,-71,0153,0
2013-11-12 09:22:46.400000,4694202700130024,-68,0153,0
2013-11-12 09:22:48.910000,4694202700130024,-71,0153,0
2013-11-12 09:22:51.351000,4694202700130024,-71,0153,0
2013-11-12 09:22:53.844000,4694202700130024,-70,0153,0
2013-11-12 09:22:56.317000,4694202700130024,-69,0153,0
2013-11-12 09:22:58.733000,4694202700130024,-68,0153,0
2013-11-12 09:23:01.229000,4694202700130024,-70,0153,0
2013-11-12 09:23:03.774000,4694202700130024,-67,0153,0
2013-11-12 09:23:06.297000,4694202700130024,-69,0153,0
2013-11-12 09:23:08.802000,4694202700130024,-69,0153,0
2013-11-12 09:23:11.327000,4694202700130024,-68,0153,0
2013-11-12 09:23:13.825000,4694202700130024,-70,0153,0
2013-11-12 09:23:16.363000,4694202700130024,-69,0153,0
2013-11-12 09:23:18.901000,4694202700130024,-70,0153,0
2013-11-12 09:23:21.370000,4694202700130024,-72,0153,0
2013-11-12 09:23:23.896000,4694202700130024,-74,0153,0
2013-11-12 09:23:26.364000,4694202700130024,-84,0153,0
2013-11-12 09:23:28.831000,4694202700130024,-75,0153,0
2013-11-12 09:23:31.251000,4694202700130024,-80,0153,0
2013-11-12 09:23:33.727000,4694202700130024,-72,0153,0
2013-11-12 09:23:36.231000,4694202700130024,-73,0153,0
2013-11-12 09:23:38.738000,4694202700130024,-72,0153,0
2013-11-12 09:23:41.205000,4694202700130024,-70,0153,0
2013-11-12 09:23:43.686000,4694202700130024,-68,0153,0
2013-11-12 09:23:46.173000,4694202700130024,-68,0153,0
2013-11-12 09:23:48.692000,4694202700130024,-72,0153,0
2013-11-12 09:23:51.164000,4694202700130024,-71,0153,0
2013-11-12 09:23:53.605000,4694202700130024,-69,0153,0
2013-11-12 09:23:56.052000,4694202700130024,-67,0153,0
2013-11-12 09:23:58.581000,4694202700130024,-67,0153,0
2013-11-12 09:24:01.052000,4694202700130024,-67,0153,0
2013-11-12 09:24:03.540000,4694202700130024,-68,0153,0
2013-11-12 09:24:06.054000,4694202700130024,-70,0153,0
2013-11-12 09:24:08.580000,4694202700130024,-71,0153,0
2013-11-12 09:24:11.027000,4694202700130024,-71,0153,0
2013-11-12 09:24:13.464000,4694202700130024,-71,0153,0
2013-11-12 09:24:15.973000,4694202700130024,-71,0153,0
2013-11-12 09:24:18.415000,4694202700130024,-70,0153,0
2013-11-12 09:24:20.922000,4694202700130024,-68,0153,0
2013-11-12 09:24:23.419000,4694202700130024,-73,0153,0
2013-11-12 09:24:25.896000,4694202700130024,-74,0153,0
2013-11-12 09:24:28.345000,4694202700130024,-71,0153,0
2013-11-12 09:24:30.863000,4694202700130024,-73,0153,0
2013-11-12 09:24:33.369000,4694202700130024,-68,0153,0
2013-11-12 09:24:35.913000,4694202700130024,-70,0153,0
2013-11-12 09:24:38.393000,4694202700130024,-76,0153,0
2013-11-12 09:24:40.899000,4694202700130024,-73,0153,0
2013-11-12 09:24:43.346000,4694202700130024,-76,0153,0
2013-11-12 09:24:45.849000,4694202700130024,-77,0153,0
2013-11-12 09:24:48.326000,4694202700130024,-73,0153,0
2013-11-12 09:24:50.768000,4694202700130024,-73,0153,0
2013-11-12 09:24:53.219000,4694202700130024,-73,0153,0
2013-11-12 09:24:55.702000,4694202700130024,-72,0153,0
2013-11-12 09:24:58.219000,4694202700130024,-72,0153,0
2013-11-12 09:25:00.677000,4694202700130024,-71,0153,0
2013-11-12 09:25:03.147000,4694202700130024,-72,0153,0
2013-11-12 09:25:05.703000,4694202700130024,-76,0153,0
