timestamp, mac, rss, battery
2013-11-12 11:03:17.150000,4694202700130024,-80,0153,0
2013-11-12 11:03:17.392000,4694202700130024,-78,0153,0
2013-11-12 11:03:17.697000,4694202700130024,-76,0153,0
2013-11-12 11:03:18.064000,4694202700130024,-75,0153,0
2013-11-12 11:03:18.368000,4694202700130024,-75,0153,0
2013-11-12 11:03:18.718000,4694202700130024,-74,0153,0
2013-11-12 11:03:19.069000,4694202700130024,-75,0153,0
2013-11-12 11:03:19.390000,4694202700130024,-75,0153,0
2013-11-12 11:03:19.721000,4694202700130024,-72,0153,0
2013-11-12 11:03:20.029000,4694202700130024,-69,0153,0
2013-11-12 11:03:20.411000,4694202700130024,-69,0153,0
2013-11-12 11:03:20.746000,4694202700130024,-70,0153,0
2013-11-12 11:03:21.065000,4694202700130024,-69,0153,0
2013-11-12 11:03:21.415000,4694202700130024,-69,0153,0
2013-11-12 11:03:21.699000,4694202700130024,-67,0153,0
2013-11-12 11:03:22.018000,4694202700130024,-66,0153,0
2013-11-12 11:03:22.337000,4694202700130024,-67,0153,0
2013-11-12 11:03:22.611000,4694202700130024,-65,0153,0
2013-11-12 11:03:22.945000,4694202700130024,-65,0153,0
2013-11-12 11:03:23.315000,4694202700130024,-64,0153,0
2013-11-12 11:03:23.727000,4694202700130024,-64,0153,0
2013-11-12 11:03:24.176000,4694202700130024,-64,0153,0
2013-11-12 11:03:24.543000,4694202700130024,-64,0153,0
2013-11-12 11:03:24.895000,4694202700130024,-64,0153,0
2013-11-12 11:03:25.261000,4694202700130024,-63,0153,0
2013-11-12 11:03:25.563000,4694202700130024,-62,0153,0
2013-11-12 11:03:25.852000,4694202700130024,-63,0153,0
2013-11-12 11:03:26.138000,4694202700130024,-63,0153,0
2013-11-12 11:03:26.440000,4694202700130024,-63,0153,0
2013-11-12 11:03:26.855000,4694202700130024,-63,0153,0
2013-11-12 11:03:27.236000,4694202700130024,-63,0153,0
