timestamp, mac, rss, battery
2013-11-12 11:12:07.756000,4694202700130024,-69,0153,0
2013-11-12 11:12:08.072000,4694202700130024,-68,0153,0
2013-11-12 11:12:08.406000,4694202700130024,-68,0153,0
2013-11-12 11:12:08.757000,4694202700130024,-68,0153,0
2013-11-12 11:12:09.092000,4694202700130024,-67,0153,0
2013-11-12 11:12:09.395000,4694202700130024,-68,0153,0
2013-11-12 11:12:09.713000,4694202700130024,-69,0153,0
2013-11-12 11:12:10.080000,4694202700130024,-71,0153,0
2013-11-12 11:12:10.383000,4694202700130024,-74,0153,0
2013-11-12 11:12:10.701000,4694202700130024,-72,0153,0
2013-11-12 11:12:11.020000,4694202700130024,-77,0153,0
2013-11-12 11:12:11.387000,4694202700130024,-74,0153,0
2013-11-12 11:12:11.737000,4694202700130024,-74,0153,0
2013-11-12 11:12:12.040000,4694202700130024,-74,0153,0
2013-11-12 11:12:12.375000,4694202700130024,-74,0153,0
2013-11-12 11:12:12.678000,4694202700130024,-72,0153,0
2013-11-12 11:12:12.996000,4694202700130024,-70,0153,0
2013-11-12 11:12:13.283000,4694202700130024,-74,0153,0
2013-11-12 11:12:13.586000,4694202700130024,-76,0153,0
2013-11-12 11:12:13.937000,4694202700130024,-75,0153,0
2013-11-12 11:12:14.304000,4694202700130024,-70,0153,0
2013-11-12 11:12:14.639000,4694202700130024,-71,0153,0
2013-11-12 11:12:15.005000,4694202700130024,-71,0153,0
2013-11-12 11:12:15.324000,4694202700130024,-70,0153,0
2013-11-12 11:12:15.690000,4694202700130024,-71,0153,0
2013-11-12 11:12:15.977000,4694202700130024,-71,0153,0
2013-11-12 11:12:16.264000,4694202700130024,-71,0153,0
2013-11-12 11:12:16.567000,4694202700130024,-69,0153,0
2013-11-12 11:12:16.934000,4694202700130024,-69,0153,0
2013-11-12 11:12:17.301000,4694202700130024,-74,0153,0
2013-11-12 11:12:17.619000,4694202700130024,-73,0153,0
2013-11-12 11:12:17.954000,4694202700130024,-71,0153,0
2013-11-12 11:12:18.325000,4694202700130024,-69,0153,0
2013-11-12 11:12:18.656000,4694202700130024,-69,0153,0
2013-11-12 11:12:18.974000,4694202700130024,-71,0153,0
2013-11-12 11:12:19.293000,4694202700130024,-71,0153,0
2013-11-12 11:12:19.660000,4694202700130024,-69,0153,0
2013-11-12 11:12:20.010000,4694202700130024,-67,0153,0
2013-11-12 11:12:20.329000,4694202700130024,-67,0153,0
2013-11-12 11:12:20.631000,4694202700130024,-68,0153,0
2013-11-12 11:12:20.918000,4694202700130024,-67,0153,0
2013-11-12 11:12:21.269000,4694202700130024,-67,0153,0
2013-11-12 11:12:21.635000,4694202700130024,-68,0153,0
2013-11-12 11:12:21.922000,4694202700130024,-68,0153,0
2013-11-12 11:12:22.273000,4694202700130024,-67,0153,0
2013-11-12 11:12:22.655000,4694202700130024,-67,0153,0
2013-11-12 11:12:22.942000,4694202700130024,-66,0153,0
2013-11-12 11:12:23.245000,4694202700130024,-67,0153,0
2013-11-12 11:12:23.532000,4694202700130024,-69,0153,0
2013-11-12 11:12:23.851000,4694202700130024,-67,0153,0
2013-11-12 11:12:24.153000,4694202700130024,-67,0153,0
2013-11-12 11:12:24.536000,4694202700130024,-68,0153,0
2013-11-12 11:12:24.807000,4694202700130024,-69,0153,0
2013-11-12 11:12:25.173000,4694202700130024,-69,0153,0
2013-11-12 11:12:25.445000,4694202700130024,-69,0153,0
2013-11-12 11:12:25.732000,4694202700130024,-70,0153,0
2013-11-12 11:12:26.098000,4694202700130024,-69,0153,0
2013-11-12 11:12:26.417000,4694202700130024,-68,0153,0
2013-11-12 11:12:26.704000,4694202700130024,-65,0153,0
2013-11-12 11:12:27.086000,4694202700130024,-67,0153,0
2013-11-12 11:12:27.373000,4694202700130024,-67,0153,0
2013-11-12 11:12:27.708000,4694202700130024,-68,0153,0
2013-11-12 11:12:27.994000,4694202700130024,-68,0153,0
2013-11-12 11:12:28.313000,4694202700130024,-68,0153,0
