timestamp, mac, rss, battery
2013-11-12 18:45:26.102000,4694202700110029,-57,A418,0
2013-11-12 18:45:27.121000,4694202700110029,-50,A518,0
2013-11-12 18:45:28.157000,4694202700110029,-50,A618,0
2013-11-12 18:45:29.146000,4694202700110029,-49,A718,0
2013-11-12 18:45:30.150000,4694202700110029,-49,A818,0
2013-11-12 18:45:31.154000,4694202700110029,-49,A918,0
2013-11-12 18:45:32.206000,4694202700110029,-50,AA18,0
2013-11-12 18:45:33.210000,4694202700110029,-51,AB18,0
2013-11-12 18:45:34.278000,4694202700110029,-49,AC18,0
2013-11-12 18:45:35.282000,4694202700110029,-50,AD18,0
2013-11-12 18:45:36.302000,4694202700110029,-49,AE18,0
2013-11-12 18:45:37.355000,4694202700110029,-50,AF18,0
2013-11-12 18:45:38.391000,4694202700110029,-50,B018,0
2013-11-12 18:45:39.411000,4694202700110029,-50,B118,0
2013-11-12 18:45:40.465000,4694202700110029,-50,B218,0
2013-11-12 18:45:41.517000,4694202700110029,-51,B318,0
2013-11-12 18:45:42.569000,4694202700110029,-59,B418,0
2013-11-12 18:45:43.557000,4694202700110029,-56,B518,0
2013-11-12 18:45:44.546000,4694202700110029,-58,B618,0
2013-11-12 18:45:45.534000,4694202700110029,-57,B718,0
2013-11-12 18:45:46.603000,4694202700110029,-58,B818,0
2013-11-12 18:45:47.591000,4694202700110029,-60,B918,0
2013-11-12 18:45:48.611000,4694202700110029,-59,BA18,0
2013-11-12 18:45:49.647000,4694202700110029,-52,BB18,0
2013-11-12 18:45:50.668000,4694202700110029,-53,BC18,0
2013-11-12 18:45:51.656000,4694202700110029,-52,BD18,0
2013-11-12 18:45:52.709000,4694202700110029,-51,BE18,0
2013-11-12 18:45:53.777000,4694202700110029,-52,BF18,0
2013-11-12 18:45:54.765000,4694202700110029,-52,C018,0
2013-11-12 18:45:55.833000,4694202700110029,-52,C118,0
2013-11-12 18:45:56.838000,4694202700110029,-51,C218,0
2013-11-12 18:45:57.891000,4694202700110029,-50,C318,0
2013-11-12 18:45:58.896000,4694202700110029,-52,C418,0
2013-11-12 18:45:59.901000,4694202700110029,-51,C518,0
2013-11-12 18:46:00.969000,4694202700110029,-52,C618,0
2013-11-12 18:46:02.054000,4694202700110029,-51,C718,0
2013-11-12 18:46:03.042000,4694202700110029,-51,C818,0
2013-11-12 18:46:04.030000,4694202700110029,-51,C918,0
2013-11-12 18:46:05.114000,4694202700110029,-52,CA18,0
2013-11-12 18:46:06.102000,4694202700110029,-57,CB18,0
2013-11-12 18:46:07.107000,4694202700110029,-55,CC18,0
